ParentStringCompressed; AppliedRuleID; ApplicationCount; SuccessfulCount; LastUpdated
MUIU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IUI2UIU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IUI2UIU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IUI2UIU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IUI2UIU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IUI2UIU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IUI2UIU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IUI2UIU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IUIU; 4; 29; 0; 2025/09/01 17:46:39
MUIU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IUI2UIU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IUI2UIU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IUI2UIU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IUIU; 2; 29; 0; 2025/09/01 17:46:39
MUIU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IUI2UIU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IUI2UIU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IUI2UIU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IUIU; 4; 29; 0; 2025/09/01 17:46:40
MUIU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IUI2UIU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IUI2UIU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IUI2UIU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IUI2UIU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IUI2UIU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IUI2UIU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IUI2UIU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IUIU; 2; 29; 0; 2025/09/01 17:46:40
MUIU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IUI2UIU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IUI2UIU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IUI2UIU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IUI2UIU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IUI2UIU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IUI2UIU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IUI2UIU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IUIU; 4; 29; 0; 2025/09/01 17:46:40
MUIU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IUI2UIU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IUI2UIU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IUI2UIU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IUI2UIU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IUI2UIU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IUI2UIU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IUI2UIU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IUI2UIU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IUI2UIU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IUI2UIU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IUI2UIU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IUI2UIU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IUI2UIU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IUI2UIU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IUI2UIU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IU2IUIU; 4; 29; 0; 2025/09/01 17:46:40
MUIU2IU2IU2IU2IU2IU2IU2IUI2UIU2IU2IU2IU2IU2IU2IU2IUI2UIU2IU2IU2IU2IU2IU2IU2IUI2UIU2IU2IU2IU2IU2IU2IU2IUI2UIU2IU2IU2IU2IU2IU2IU2IUI2UIU2IU2IU2IU2IU2IU2IU2IUI2UIU2IU2IU2IU2IU2IU2IU2IUI2UIU2IU2IU2IU2IU2IU2IU2IUIU; 2; 29; 0; 2025/09/01 17:46:40
MUIU2IU2IU2IU2IU2IU2IU2IUI2UIU2IU2IU2IU2IU2IU2IU2IUI2UIU2IU2IU2IU2IU2IU2IU2IUI2UIU2IU2IU2IU2IU2IU2IU2IUI2UIU2IU2IU2IU2IU2IU2IU2IUI2UIU2IU2IU2IU2IU2IU2IU2IUI2UIU2IU2IU2IU2IU2IU2IU2IUI2UIU2IU2IU2IU2IU2IU2IU2IUIU; 4; 29; 0; 2025/09/01 17:46:40
MUIU2IU2IU2IU2IU2IU2IU2IUI2UIU2IU2IU2IU2IU2IU2IU2IUI2UIU2IU2IU2IU2IU2IU2IU2IUI2UIU2IU2IU2IU2IU2IU2IU2IUI2UIU2IU2IU2IU2IU2IU2IU2IUI2UIU2IU2IU2IU2IU2IU2IU2IUI2UIU2IU2IU2IU2IU2IU2IU2IUI2UIU2IU2IU2IU2IU2IU2IU2IUI2UIU2IU2IU2IU2IU2IU2IU2IUI2UIU2IU2IU2IU2IU2IU2IU2IUI2UIU2IU2IU2IU2IU2IU2IU2IUI2UIU2IU2IU2IU2IU2IU2IU2IUI2UIU2IU2IU2IU2IU2IU2IU2IUI2UIU2IU2IU2IU2IU2IU2IU2IUI2UIU2IU2IU2IU2IU2IU2IU2IUI2UIU2IU2IU2IU2IU2IU2IU2IUIU; 2; 29; 0; 2025/09/01 17:46:40
MUIU2IU2IU2IU2IU2IU2IU2IUI2UIU2IU2IU2IU2IU2IU2IU2IUI2UIU2IU2IU2IU2IU2IU2IU2IUI2UIU2IU2IU2IU2IU2IU2IU2IUI2UIU2IU2IU2IU2IU2IU2IU2IUI2UIU2IU2IU2IU2IU2IU2IU2IUI2UIU2IU2IU2IU2IU2IU2IU2IUI2UIU2IU2IU2IU2IU2IU2IU2IUI2UIU2IU2IU2IU2IU2IU2IU2IUI2UIU2IU2IU2IU2IU2IU2IU2IUI2UIU2IU2IU2IU2IU2IU2IU2IUI2UIU2IU2IU2IU2IU2IU2IU2IUI2UIU2IU2IU2IU2IU2IU2IU2IUI2UIU2IU2IU2IU2IU2IU2IU2IUI2UIU2IU2IU2IU2IU2IU2IU2IUI2UIU2IU2IU2IU2IU2IU2IU2IUIU; 4; 29; 0; 2025/09/01 17:46:40
MUIU2IU2IU2IU2IU2IU2IU2IUI2UIU2IU2IU2IU2IU2IU2IU2IUI2UIU2IU2IU2IU2IU2IU2IU2IUI2UIU2IU2IU2IU2IU2IU2IU2IUI2UIU2IU2IU2IU2IU2IU2IU2IUI2UIU2IU2IU2IU2IU2IU2IU2IUI2UIU2IU2IU2IU2IU2IU2IU2IUI2UIU2IU2IU2IU2IU2IU2IU2IUI2UIU2IU2IU2IU2IU2IU2IU2IUI2UIU2IU2IU2IU2IU2IU2IU2IUI2UIU2IU2IU2IU2IU2IU2IU2IUI2UIU2IU2IU2IU2IU2IU2IU2IUI2UIU2IU2IU2IU2IU2IU2IU2IUI2UIU2IU2IU2IU2IU2IU2IU2IUI2UIU2IU2IU2IU2IU2IU2IU2IUI2UIU2IU2IU2IU2IU2IU2IU2IUI2UIU2IU2IU2IU2IU2IU2IU2IUI2UIU2IU2IU2IU2IU2IU2IU2IUI2UIU2IU2IU2IU2IU2IU2IU2IUI2UIU2IU2IU2IU2IU2IU2IU2IUI2UIU2IU2IU2IU2IU2IU2IU2IUI2UIU2IU2IU2IU2IU2IU2IU2IUI2UIU2IU2IU2IU2IU2IU2IU2IUI2UIU2IU2IU2IU2IU2IU2IU2IUI2UIU2IU2IU2IU2IU2IU2IU2IUI2UIU2IU2IU2IU2IU2IU2IU2IUI2UIU2IU2IU2IU2IU2IU2IU2IUI2UIU2IU2IU2IU2IU2IU2IU2IUI2UIU2IU2IU2IU2IU2IU2IU2IUI2UIU2IU2IU2IU2IU2IU2IU2IUI2UIU2IU2IU2IU2IU2IU2IU2IUI2UIU2IU2IU2IU2IU2IU2IU2IUIU; 4; 29; 0; 2025/09/01 17:46:40
MUIU2IU2IU2IUI2UIU2IU2IU2IUI2UIU2IU2IU2IUI2UIU2IU2IU2IUI2UIU2IU2IU2IUI2UIU2IU2IU2IUI2UIU2IU2IU2IUI2UIU2IU2IU2IUI2UIU2IU2IU2IUI2UIU2IU2IU2IUI2UIU2IU2IU2IUI2UIU2IU2IU2IUI2UIU2IU2IU2IUI2UIU2IU2IU2IUI2UIU2IU2IU2IUI2UIU2IU2IU2IUIU; 2; 29; 0; 2025/09/01 17:46:41
MUIU2IU2IU2IUI2UIU2IU2IU2IUI2UIU2IU2IU2IUI2UIU2IU2IU2IUI2UIU2IU2IU2IUI2UIU2IU2IU2IUI2UIU2IU2IU2IUI2UIU2IU2IU2IUI2UIU2IU2IU2IUI2UIU2IU2IU2IUI2UIU2IU2IU2IUI2UIU2IU2IU2IUI2UIU2IU2IU2IUI2UIU2IU2IU2IUI2UIU2IU2IU2IUI2UIU2IU2IU2IUIU; 4; 29; 0; 2025/09/01 17:46:41
MUIU2IU2IU2IUI2UIU2IU2IU2IUI2UIU2IU2IU2IUI2UIU2IU2IU2IUI2UIU2IU2IU2IUI2UIU2IU2IU2IUI2UIU2IU2IU2IUI2UIU2IU2IU2IUI2UIU2IU2IU2IUI2UIU2IU2IU2IUI2UIU2IU2IU2IUI2UIU2IU2IU2IUI2UIU2IU2IU2IUI2UIU2IU2IU2IUI2UIU2IU2IU2IUI2UIU2IU2IU2IUI2UIU2IU2IU2IUI2UIU2IU2IU2IUI2UIU2IU2IU2IUI2UIU2IU2IU2IUI2UIU2IU2IU2IUI2UIU2IU2IU2IUI2UIU2IU2IU2IUI2UIU2IU2IU2IUI2UIU2IU2IU2IUI2UIU2IU2IU2IUI2UIU2IU2IU2IUI2UIU2IU2IU2IUI2UIU2IU2IU2IUI2UIU2IU2IU2IUI2UIU2IU2IU2IUI2UIU2IU2IU2IUIU; 2; 29; 0; 2025/09/01 17:46:41
MUIU2IU2IU2IUI2UIU2IU2IU2IUI2UIU2IU2IU2IUI2UIU2IU2IU2IUI2UIU2IU2IU2IUI2UIU2IU2IU2IUI2UIU2IU2IU2IUI2UIU2IU2IU2IUI2UIU2IU2IU2IUI2UIU2IU2IU2IUI2UIU2IU2IU2IUI2UIU2IU2IU2IUI2UIU2IU2IU2IUI2UIU2IU2IU2IUI2UIU2IU2IU2IUI2UIU2IU2IU2IUI2UIU2IU2IU2IUI2UIU2IU2IU2IUI2UIU2IU2IU2IUI2UIU2IU2IU2IUI2UIU2IU2IU2IUI2UIU2IU2IU2IUI2UIU2IU2IU2IUI2UIU2IU2IU2IUI2UIU2IU2IU2IUI2UIU2IU2IU2IUI2UIU2IU2IU2IUI2UIU2IU2IU2IUI2UIU2IU2IU2IUI2UIU2IU2IU2IUI2UIU2IU2IU2IUI2UIU2IU2IU2IUIU; 4; 29; 0; 2025/09/01 17:46:41
MUIU2IU2IU2IUI2UIU2IU2IU2IUI2UIU2IU2IU2IUI2UIU2IU2IU2IUI2UIU2IU2IU2IUI2UIU2IU2IU2IUI2UIU2IU2IU2IUI2UIU2IU2IU2IUI2UIU2IU2IU2IUI2UIU2IU2IU2IUI2UIU2IU2IU2IUI2UIU2IU2IU2IUI2UIU2IU2IU2IUI2UIU2IU2IU2IUI2UIU2IU2IU2IUI2UIU2IU2IU2IUI2UIU2IU2IU2IUI2UIU2IU2IU2IUI2UIU2IU2IU2IUI2UIU2IU2IU2IUI2UIU2IU2IU2IUI2UIU2IU2IU2IUI2UIU2IU2IU2IUI2UIU2IU2IU2IUI2UIU2IU2IU2IUI2UIU2IU2IU2IUI2UIU2IU2IU2IUI2UIU2IU2IU2IUI2UIU2IU2IU2IUI2UIU2IU2IU2IUI2UIU2IU2IU2IUI2UIU2IU2IU2IUI2UIU2IU2IU2IUI2UIU2IU2IU2IUI2UIU2IU2IU2IUI2UIU2IU2IU2IUI2UIU2IU2IU2IUI2UIU2IU2IU2IUI2UIU2IU2IU2IUI2UIU2IU2IU2IUI2UIU2IU2IU2IUI2UIU2IU2IU2IUI2UIU2IU2IU2IUI2UIU2IU2IU2IUI2UIU2IU2IU2IUI2UIU2IU2IU2IUI2UIU2IU2IU2IUI2UIU2IU2IU2IUI2UIU2IU2IU2IUI2UIU2IU2IU2IUI2UIU2IU2IU2IUI2UIU2IU2IU2IUI2UIU2IU2IU2IUI2UIU2IU2IU2IUI2UIU2IU2IU2IUI2UIU2IU2IU2IUI2UIU2IU2IU2IUI2UIU2IU2IU2IUI2UIU2IU2IU2IUI2UIU2IU2IU2IUI2UIU2IU2IU2IUI2UIU2IU2IU2IUI2UIU2IU2IU2IUI2UIU2IU2IU2IUIU; 4; 29; 0; 2025/09/01 17:46:41
MUIU2IUI2UIU2IUI2UIU2IUI2UIU2IUI2UIU2IUI2UIU2IUI2UIU2IUI2UIU2IUI2UIU2IUI2UIU2IUI2UIU2IUI2UIU2IUI2UIU2IUI2UIU2IUI2UIU2IUI2UIU2IUI2UIU2IUI2UIU2IUI2UIU2IUI2UIU2IUI2UIU2IUI2UIU2IUI2UIU2IUI2UIU2IUI2UIU2IUI2UIU2IUI2UIU2IUI2UIU2IUI2UIU2IUI2UIU2IUI2UIU2IUI2UIU2IUIU; 2; 29; 0; 2025/09/01 17:46:42
MUIU2IUI2UIU2IUI2UIU2IUI2UIU2IUI2UIU2IUI2UIU2IUI2UIU2IUI2UIU2IUI2UIU2IUI2UIU2IUI2UIU2IUI2UIU2IUI2UIU2IUI2UIU2IUI2UIU2IUI2UIU2IUI2UIU2IUI2UIU2IUI2UIU2IUI2UIU2IUI2UIU2IUI2UIU2IUI2UIU2IUI2UIU2IUI2UIU2IUI2UIU2IUI2UIU2IUI2UIU2IUI2UIU2IUI2UIU2IUI2UIU2IUI2UIU2IUIU; 4; 29; 0; 2025/09/01 17:46:42
MUIU2IUI2UIU2IUI2UIU2IUI2UIU2IUI2UIU2IUI2UIU2IUI2UIU2IUI2UIU2IUI2UIU2IUI2UIU2IUI2UIU2IUI2UIU2IUI2UIU2IUI2UIU2IUI2UIU2IUI2UIU2IUI2UIU2IUI2UIU2IUI2UIU2IUI2UIU2IUI2UIU2IUI2UIU2IUI2UIU2IUI2UIU2IUI2UIU2IUI2UIU2IUI2UIU2IUI2UIU2IUI2UIU2IUI2UIU2IUI2UIU2IUI2UIU2IUI2UIU2IUI2UIU2IUI2UIU2IUI2UIU2IUI2UIU2IUI2UIU2IUI2UIU2IUI2UIU2IUI2UIU2IUI2UIU2IUI2UIU2IUI2UIU2IUI2UIU2IUI2UIU2IUI2UIU2IUI2UIU2IUI2UIU2IUI2UIU2IUI2UIU2IUI2UIU2IUI2UIU2IUI2UIU2IUI2UIU2IUI2UIU2IUI2UIU2IUI2UIU2IUI2UIU2IUI2UIU2IUI2UIU2IUI2UIU2IUI2UIU2IUI2UIU2IUIU; 4; 29; 0; 2025/09/01 17:46:42
MUIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUIU; 2; 29; 0; 2025/09/01 17:46:42
MUIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUIU; 4; 29; 0; 2025/09/01 17:46:42
MUIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUIU; 2; 29; 0; 2025/09/01 17:46:42
MUIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUIU; 4; 29; 0; 2025/09/01 17:46:42
MUIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUI2UIUIU; 4; 29; 0; 2025/09/01 17:46:43
MUIUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIUIU; 2; 29; 0; 2025/09/01 17:46:44
MUIUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIUI2UIUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIUIU; 2; 29; 0; 2025/09/01 17:46:44
MUIUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIUI2UIUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIUIU; 4; 29; 0; 2025/09/01 17:46:44
MUIUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIUIU; 2; 29; 0; 2025/09/01 17:46:44
MUIUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIUI2UIUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIUIU; 2; 29; 0; 2025/09/01 17:46:44
MUIUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIUI2UIUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIUIU; 4; 29; 0; 2025/09/01 17:46:44
MUIUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIUIU; 2; 29; 0; 2025/09/01 17:46:44
MUIUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIUI2UIUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIU2IUIUIUIU; 4; 29; 0; 2025/09/01 17:46:44
